,logReturn_d2,logVola_d2,logReturn_d1,logVola_d1,logReturnSum,logVolaSum,logReturnDelta,logVolaDelta
152,0.0988657244640726,-1.86818433802428,-0.070335765682179,-2.61746854645677,0.0285299587818936,-4.48565288448105,0.1692014901462516,0.7492842084324902
154,0.0379954962718891,-2.5673279561510096,0.10503286695782801,-2.74628886890679,0.14302836322971713,-5.3136168250577995,-0.06703737068593892,0.1789609127557803
166,0.007318129954748741,-2.42181629089212,0.0497234353524307,-1.9793781374252502,0.05704156530717944,-4.40119442831737,-0.04240530539768196,-0.44243815346686977
174,0.0213192655628964,-2.33846256185631,0.102981223916425,-2.2988880657376702,0.1243004894793214,-4.63735062759398,-0.0816619583535286,-0.039574496118639946
175,-0.0575019685798765,-2.5031787499357003,0.0566470956256502,-2.61115913787669,-0.0008548729542263017,-5.11433788781239,-0.1141490642055267,0.10798038794098952
184,-0.0261193934986013,-2.83030553677904,-0.00241327077621576,-2.6868204857586098,-0.02853266427481706,-5.517126022537649,-0.02370612272238554,-0.1434850510204302
189,0.0433920844449587,-2.58568349011081,0.0036047367619194397,-3.08913081429272,0.04699682120687814,-5.6748143044035295,0.03978734768303926,0.5034473241819097
202,0.15763972136545099,-2.57393112861904,-0.0439745440952549,-2.69959145325118,0.1136651772701961,-5.273522581870219,0.20161426546070588,0.12566032463214016
203,0.29552591010742196,-1.85067246952526,0.0042010521649782796,-2.158485562188,0.29972696227240025,-4.00915803171326,0.29132485794244367,0.3078130926627398
207,0.134972425959873,-2.19183210650588,0.0930110773596732,-2.2503257182948704,0.2279835033195462,-4.44215782480075,0.04196134860019979,0.058493611788990485
212,0.0733058055537571,-2.96474205020562,-0.0273442769191959,-2.7536803974885804,0.0459615286345612,-5.7184224476942,0.100650082472953,-0.21106165271703947
213,0.0675389370668031,-2.23540421746717,0.0772173558228776,-2.73599195499871,0.1447562928896807,-4.97139617246588,-0.009678418756074503,0.5005877375315402
215,-0.00241327077621576,-2.6868204857586098,-0.0153129176947436,-2.8508976656957996,-0.01772618847095936,-5.53771815145441,0.01289964691852784,0.16407717993718984
217,0.0507411056746347,-2.54990558341627,-0.00375019537716,-2.9347002195734797,0.046990910297474695,-5.4846058029897495,0.0544913010517947,0.3847946361572099
219,0.13548856402731402,-2.08324905152919,0.104643103752771,-2.80650259764199,0.24013166778008502,-4.88975164917118,0.03084546027454302,0.7232535461128
221,0.0299206252640751,-2.99693774010938,-0.0153602469472858,-2.75485374983872,0.014560378316789302,-5.7517914899481,0.0452808722113609,-0.2420839902706602
223,0.0258357776888829,-3.12905798794177,-0.0375827740457593,-3.20253665730914,-0.011746996356876399,-6.3315946452509095,0.0634185517346422,0.07347866936736969
226,-0.0313958691936461,-2.9296284820259397,-0.00329951860236335,-2.96109484329067,-0.03469538779600945,-5.89072332531661,-0.028096350591282748,0.031466361264730125
228,-0.0741607569939282,-2.68534109858454,0.164991867243936,-2.28010988190683,0.0908311102500078,-4.9654509804913705,-0.2391526242378642,-0.40523121667770967
231,0.0106360126381574,-2.64829062284974,0.114500106186021,-2.89621126024104,0.12513611882417838,-5.5445018830907795,-0.10386409354786359,0.24792063739129988
233,-0.0439745440952549,-2.69959145325118,0.106115874072435,-2.60060061222769,0.0621413299771801,-5.3001920654788695,-0.1500904181676899,-0.0989908410234901
234,0.0042010521649782796,-2.158485562188,0.15772918805587,-2.27380908518102,0.1619302402208483,-4.4322946473690195,-0.1535281358908917,0.11532352299302007
237,0.0903713358709037,-2.59932029659864,0.0960045023902159,-2.32108237178852,0.1863758382611196,-4.92040266838716,-0.005633166519312213,-0.2782379248101199
238,0.0930110773596732,-2.2503257182948704,0.0503082307327525,-2.35339648855469,0.1433193080924257,-4.603722206849561,0.042702846626920705,0.1030707702598197
242,-0.0110424422064264,-3.24859596402134,0.0247153507467944,-3.39819233999795,0.013672908540368001,-6.6467883040192905,-0.035757792953220804,0.14959637597661013
243,-0.0273442769191959,-2.7536803974885804,0.0883942901421184,-2.79673993016586,0.0610500132229225,-5.55042032765444,-0.1157385670613143,0.04305953267727958
244,0.0772173558228776,-2.73599195499871,-0.0127176049790464,-2.64596051227577,0.0644997508438312,-5.3819524672744805,0.08993496080192401,-0.09003144272294028
245,0.0201751530785814,-2.41903102061863,0.0670180538276632,-2.55283656878626,0.0871932069062446,-4.97186758940489,-0.046842900749081796,0.13380554816763013
249,0.0157241698471007,-3.73101920892581,-0.0127868445495397,-3.0996104765798598,0.002937325297561001,-6.83062968550567,0.028511014396640402,-0.6314087323459501
250,0.104643103752771,-2.80650259764199,-0.0863325218142767,-2.46831515153642,0.018310581938494302,-5.2748177491784105,0.1909756255670477,-0.3381874461055703
253,0.17877689355966603,-2.4171653384060297,-0.00512899214700613,-2.8511961415145097,0.1736479014126599,-5.268361479920539,0.18390588570667216,0.4340308031084801
254,-0.0375827740457593,-3.20253665730914,0.0137805095862902,-3.15799109311544,-0.023802264459469098,-6.36052775042458,-0.0513632836320495,-0.04454556419370004
258,0.0311715956709153,-3.23301963061023,0.0240465512717725,-2.6998944759724903,0.0552181469426878,-5.93291410658272,0.007125044399142799,-0.5331251546377396
259,0.164991867243936,-2.28010988190683,0.26622660809217497,-1.37147670766321,0.43121847533611096,-3.65158658957004,-0.10123474084823897,-0.9086331742436202
261,0.109157577091056,-2.9601491372736697,0.0035707337135380797,-3.3269897765291696,0.11272831080459408,-6.287138913802839,0.10558684337751792,0.3668406392554999
263,0.0253744904820915,-2.99911221682864,0.0324247713612983,-3.26192127520537,0.05779926184338981,-6.26103349203401,-0.0070502808792068,0.26280905837672996
265,0.15772918805587,-2.27380908518102,0.11458585424590699,-2.09524899420201,0.272315042301777,-4.36905807938303,0.043143333809963005,-0.17856009097901016
271,0.0103221798152078,-2.97353492897334,0.0432001494657648,-2.55338991511148,0.0535223292809726,-5.52692484408482,-0.032877969650557004,-0.4201450138618599
272,-0.0875103588610261,-2.07299571022617,0.0457323345003618,-2.12819101800197,-0.041778024360664294,-4.20118672822814,-0.1332426933613879,0.05519530777579984
276,0.0670180538276632,-2.55283656878626,0.000365898284360344,-2.55300084329052,0.06738395211202354,-5.10583741207678,0.06665215554330285,0.00016427450426004242
277,0.00291814163691301,-3.2138367968594803,0.0633576503232838,-2.79562698260388,0.06627579196019681,-6.00946377946336,-0.060439508686370796,-0.41820981425560033
281,-0.0863325218142767,-2.46831515153642,0.0909879308776191,-2.58797459462327,0.0046554090633424,-5.05628974615969,-0.17732045269189578,0.11965944308685028
283,0.09172782791716401,-2.61344268612445,0.0484508122808144,-3.1449735904585405,0.1401786401979784,-5.758416276582991,0.04327701563634961,0.5315309043340903
284,-0.00512899214700613,-2.8511961415145097,0.0375266120217233,-2.78393861235298,0.03239761987471717,-5.63513475386749,-0.042655604168729426,-0.06725752916152983
285,0.0137805095862902,-3.15799109311544,0.0815102109042987,-3.4325350962797003,0.0952907204905889,-6.59052618939514,-0.06772970131800851,0.27454400316426053
288,0.0019422426967635898,-3.1346467211445295,0.0673844072794649,-3.01921975178191,0.06932664997622849,-6.15386647292644,-0.06544216458270131,-0.11542696936261931
290,0.26622660809217497,-1.37147670766321,0.134214851372849,-2.5098299343722097,0.40044145946502396,-3.88130664203542,0.13201175671932597,1.1383532267089997
291,0.0110480579403121,-2.6636948769331203,0.0174531276637352,-2.5886927047675203,0.028501185604047304,-5.25238758170064,-0.0064050697234231,-0.07500217216560001
295,-0.0121969626492395,-2.68167328697432,0.0172412504288945,-2.8108570861008,0.005044287779655,-5.49253037307512,-0.029438213078133997,0.12918379912648037
298,-0.0505320768523759,-2.2437403783832597,-0.00393373876737985,-2.4678616512510803,-0.05446581561975575,-4.71160202963434,-0.046598338084996055,0.22412127286782058
299,-0.00947172183216056,-2.5891156098153196,0.00814940125282244,-3.0918888692811297,-0.0013223205793381192,-5.681004479096449,-0.017621123084983002,0.5027732594658101
303,0.0457323345003618,-2.12819101800197,0.08173084974053799,-2.6715678650091803,0.12746318424089978,-4.79975888301115,-0.035998515240176186,0.5433768470072105
304,0.0227255623075532,-2.5683681113776,0.0513522194251689,-3.3054439314433197,0.0740777817327221,-5.873812042820919,-0.028626657117615698,0.7370758200657197
306,-0.00804776862793189,-2.71614693477605,0.146996768568131,-2.44437873709249,0.1389489999401991,-5.16052567186854,-0.15504453719606287,-0.27176819768356
308,0.0633576503232838,-2.79562698260388,0.0454223752524261,-2.92510033921009,0.1087800255757099,-5.720727321813969,0.017935275070857702,0.12947335660620984
309,0.108447823137885,-2.56688742707438,0.057747884769470986,-3.00427492603251,0.166195707907356,-5.57116235310689,0.05069993836841401,0.4373874989581301
311,0.0626168216453265,-3.6127419583194302,0.0140711092052629,-4.16294542744598,0.0766879308505894,-7.77568738576541,0.0485457124400636,0.5502034691265494
313,0.0267166676668137,-2.88837474205891,-0.0265324757937176,-3.39796872741181,0.00018419187309610258,-6.2863434694707205,0.0532491434605313,0.5095939853528999
315,0.0375266120217233,-2.78393861235298,0.0143574449966835,-3.02888842996434,0.0518840570184068,-5.81282704231732,0.023169167025039798,0.24494981761136003
316,0.0815102109042987,-3.4325350962797003,-0.019003431098898,-3.31629093150231,0.0625067798054007,-6.748826027782011,0.10051364200319671,-0.11624416477739041
317,0.0878101591708203,-3.2590102866059705,0.0497849830036872,-3.57482761674106,0.1375951421745075,-6.83383790334703,0.0380251761671331,0.3158173301350895
321,0.134214851372849,-2.5098299343722097,-0.0291574387553245,-2.40430308473177,0.10505741261752449,-4.91413301910398,0.1633722901281735,-0.10552684964043957
328,0.0426997694379345,-2.7942861768972898,-0.0469077703439331,-2.9515077687269105,-0.004208000905998599,-5.7457939456242,0.0896075397818676,0.1572215918296207
330,0.00814940125282244,-3.0918888692811297,-0.0696800467777812,-2.74413103802462,-0.06153064552495875,-5.83601990730575,0.07782944803060364,-0.3477578312565095
332,0.159022380072404,-2.41237075501631,-0.0190676786292558,-2.6099175307436697,0.1399547014431482,-5.02228828575998,0.17809005870165978,0.19754677572735968
336,0.05607297493943401,-3.17490655995068,-0.0369153460100386,-3.54204440429395,0.01915762892939541,-6.71695096424463,0.0929883209494726,0.36713784434327
337,0.146996768568131,-2.44437873709249,0.0009371123383778,-3.13057109909118,0.14793388090650877,-5.57494983618367,0.1460596562297532,0.6861923619986898
338,0.0975948336117073,-2.6055677079912205,0.0593976441092183,-2.95100783894216,0.15699247772092562,-5.556575546933381,0.038197189502489,0.3454401309509394
339,0.0454223752524261,-2.92510033921009,-0.10896168131836201,-3.03241628417252,-0.06353930606593591,-5.95751662338261,0.1543840565707881,0.10731594496243035
340,0.057747884769470986,-3.00427492603251,0.0155397102922254,-3.11080051892354,0.07328759506169638,-6.11507544495605,0.042208174477245584,0.10652559289103003
343,0.00760328449260673,-2.97529751630121,0.0757327977177135,-2.15617912952477,0.08333608221032024,-5.13147664582598,-0.06812951322510677,-0.8191183867764402
344,-0.0265324757937176,-3.39796872741181,-0.0918767770014873,-3.0358971471935696,-0.1184092527952049,-6.433865874605379,0.06534430120776971,-0.3620715802182404
360,0.007192370633780009,-2.7341112286069196,-0.15168848347454802,-2.40125427915597,-0.14449611284076802,-5.13536550776289,0.15888085410832803,-0.33285694945094946
361,-0.0696800467777812,-2.74413103802462,-0.0340877167601115,-3.06810909583586,-0.10376776353789269,-5.81224013386048,-0.0355923300176697,0.3239780578112397
366,0.0228725473669866,-3.4179861112429397,-0.078992153856177,-2.7933868947557903,-0.0561196064891904,-6.21137300599873,0.1018647012231636,-0.6245992164871494
368,0.0009371123383778,-3.13057109909118,0.0311232368805283,-2.52377131325627,0.0320603492189061,-5.65434241234745,-0.030186124542150503,-0.6067997858349101
373,-0.0285428846400677,-3.17857528678554,0.0062230548027998,-3.42017283851098,-0.0223198298372679,-6.59874812529652,-0.0347659394428675,0.24159755172544006
376,-0.0718390901573679,-2.6432699835783904,0.0206713953417263,-3.3877684803930497,-0.05116769481564161,-6.03103846397144,-0.0925104854990942,0.7444984968146593
384,-0.0735198177603398,-2.4297080650545095,0.0538210056823097,-2.6736817334157403,-0.019698812078030106,-5.10338979847025,-0.12734082344264952,0.2439736683612308
386,-0.10819871582666699,-2.22126917420483,0.0495410675236449,-2.71052657808642,-0.058657648303022086,-4.93179575229125,-0.15773978335031189,0.4892574038815898
389,-0.10707092353236002,-2.05009597350963,0.0747695131020376,-2.2745957003772204,-0.03230141043032242,-4.32469167388685,-0.1818404366343976,0.22449972686759034
391,-0.15168848347454802,-2.40125427915597,0.0230462517569186,-2.60769378576213,-0.12864223171762942,-5.0089480649180995,-0.17473473523146663,0.20643950660615973
396,0.0455713580389683,-2.30585437850809,0.021796421161866003,-2.37319397125165,0.06736777920083431,-4.679048349759739,0.023774936877102297,0.06733959274356005
404,0.0062230548027998,-3.42017283851098,0.0281545225334183,-4.0458589235857,0.0343775773362181,-7.46603176209668,-0.0219314677306185,0.6256860850747201
406,-0.008017408563232091,-2.7898996650143797,0.0406401987702112,-3.5090321117310697,0.03262279020697911,-6.29893177674545,-0.04865760733344329,0.71913244671669
408,0.053161307309816,-2.8330367085360098,0.0782449387331395,-2.8435640440828998,0.13140624604295548,-5.67660075261891,-0.025083631423323496,0.010527335546890004
409,0.0109704839747683,-3.14811027833031,0.0366760371553678,-3.35830145644803,0.047646521130136094,-6.5064117347783395,-0.025705553180599496,0.21019117811772015
410,-0.0117378651954613,-3.01744009703064,0.0626312666018964,-2.86802114058694,0.0508934014064351,-5.88546123761758,-0.0743691317973577,-0.14941895644370007
413,0.0224424596144639,-2.8783162932046498,0.0554410978348332,-3.5081437812332896,0.07788355744929709,-6.38646007443794,-0.032998638220369296,0.6298274880286399
415,0.0538210056823097,-2.6736817334157403,0.0658234082578114,-2.9515829993627203,0.1196444139401211,-5.625264732778461,-0.012002402575501697,0.27790126594697995
416,-0.0310020528312813,-2.6847385406677904,0.040131308164043,-3.500911504721,0.0091292553327617,-6.18565004538879,-0.0711333609953243,0.8161729640532096
420,0.0747695131020376,-2.2745957003772204,0.0828973940278101,-2.86847810479824,0.1576669071298477,-5.14307380517546,-0.008127880925772504,0.5938824044210196
421,0.0367985007204346,-2.8911605232114703,0.0221865309778031,-3.3720270369799197,0.0589850316982377,-6.2631875601913904,0.0146119697426315,0.48086651376844936
422,0.0230462517569186,-2.60769378576213,0.0861857698797673,-2.83953044749385,0.1092320216366859,-5.44722423325598,-0.0631395181228487,0.23183666173172002
423,-0.0278088909417589,-2.35412028530246,0.0460704532885747,-2.92449797334567,0.018261562346815804,-5.27861825864813,-0.0738793442303336,0.5703776880432101
427,0.021796421161866003,-2.37319397125165,-0.0292120898862716,-2.57092954735812,-0.007415668724405598,-4.94412351860977,0.051008511048137604,0.1977355761064703
428,0.0242790525695511,-3.2880897999857597,-0.00249243986336771,-3.53864041516761,0.02178661270618339,-6.82673021515337,0.02677149243291881,0.2505506151818504
436,0.12622063791267998,-2.7945376724233597,-0.00770133964345499,-2.69467956538807,0.118519298269225,-5.489217237811429,0.13392197755613497,-0.09985810703528974
444,0.0554410978348332,-3.5081437812332896,0.0110008758848276,-2.82161769042287,0.06644197371966079,-6.329761471656159,0.0444402219500056,-0.6865260908104198
446,0.0658234082578114,-2.9515829993627203,0.0198995123278337,-2.69525658262871,0.0857229205856451,-5.64683958199143,0.0459238959299777,-0.25632641673401046
450,0.0565035214111398,-3.00141642559715,0.0417030378173628,-3.03546706390294,0.0982065592285026,-6.03688348950009,0.014800483593776996,0.03405063830579014
453,0.0861857698797673,-2.83953044749385,-0.158979504635961,-1.6641024434792802,-0.0727937347561937,-4.50363289097313,0.24516527451572828,-1.1754280040145697
454,0.0460704532885747,-2.92449797334567,-0.0713618834067797,-3.02744481785857,-0.02529143011820499,-5.95194279120424,0.1174323366953544,0.10294684451289982
458,-0.0292120898862716,-2.57092954735812,-0.0847256745927863,-2.48052383703402,-0.1139377644790579,-5.05145338439214,0.05551358470651469,-0.09040571032410005
460,-0.00378609955093304,-3.71860374642515,-0.0115217338845423,-3.45966352462523,-0.01530783343547534,-7.17826727105038,0.00773563433360926,-0.25894022179992016
462,0.101516120275023,-3.1354310348872594,0.0356433360019043,-2.98862648509435,0.1371594562769273,-6.124057519981609,0.06587278427311871,-0.14680454979290936
466,-0.0226047408096057,-3.47616114727126,-0.10474381250152198,-2.93944128659988,-0.12734855331112768,-6.41560243387114,0.08213907169191628,-0.5367198606713801
468,0.0600942141817526,-2.8643093596418,-0.10526378178429302,-2.3862506709806897,-0.04516956760254042,-5.2505600306224895,0.1653579959660456,-0.47805868866111023
471,-0.0339088857494988,-4.0019583015554305,-0.0552483093256333,-2.7628158615783196,-0.0891571950751321,-6.76477416313375,0.021339423576134497,-1.239142439977111
472,-0.0788075531249806,-2.3643599013547503,-0.0885613232986419,-2.24309260950468,-0.1673688764236225,-4.60745251085943,0.009753770173661303,-0.12126729185007035
475,0.0110008758848276,-2.82161769042287,-0.118269145074594,-2.32976503785062,-0.1072682691897664,-5.151382728273489,0.1292700209594216,-0.49185265257224975
476,0.0393490948438945,-2.20083475332908,-0.0915642045205453,-2.11628069845888,-0.0522151096766508,-4.317115451787959,0.1309132993644398,-0.08455405487020018
478,-0.0340261744693518,-3.16992406593912,-0.044891181868411,-2.74266767445572,-0.0789173563377628,-5.91259174039484,0.010865007399059198,-0.4272563914833998
483,-0.0607891943738752,-2.8063390504242904,-0.0345679580468433,-2.60144614324841,-0.0953571524207185,-5.407785193672701,-0.026221236327031897,-0.20489290717588027
486,-0.0592682933539332,-2.35138627457341,-0.0951258811449996,-2.09807045602777,-0.1543941744989328,-4.44945673060118,0.0358575877910664,-0.2533158185456399
488,-0.0213074169915015,-3.0042136965875095,-0.0942185261485257,-2.53139647990989,-0.1155259431400272,-5.5356101764974,0.0729111091570242,-0.47281721667761945
491,-0.0115217338845423,-3.45966352462523,-0.0256948857970035,-2.78143540585909,-0.0372166196815458,-6.24109893048432,0.014173151912461199,-0.6782281187661399
492,-0.0734365034939537,-2.52796087106984,-0.0458323482632138,-2.49651776619456,-0.1192688517571675,-5.0244786372644,-0.027604155230739898,-0.031443104875279904
495,0.0460755069634264,-3.21103362924881,-0.174550205541577,-2.36061353702811,-0.12847469857815058,-5.57164716627692,0.2206257125050034,-0.8504200922207001
499,-0.10526378178429302,-2.3862506709806897,-0.0632390852452109,-2.4989835525301,-0.1685028670295039,-4.885234223510789,-0.042024696539082126,0.11273288154941019
508,-0.0753319627797704,-2.08972248270347,-0.0852050060319392,-2.39082637078135,-0.1605369688117096,-4.48054885348482,0.009873043252168798,0.30110388807788
511,-0.0576761971454359,-2.62453156686739,-0.00741101274413283,-2.94247960707352,-0.06508720988956873,-5.5670111739409105,-0.050265184401303065,0.3179480402061299
