,target_logReturn,isUpperQuart,isLowerQuart
0,0.0928237800203431,0,1
1,0.179347410467567,1,0
2,0.17844728343543698,0,0
3,0.110685788721495,0,0
4,0.137993298500915,0,0
5,0.20614527095516,1,0
6,0.0929273681584854,0,0
7,0.208937347260237,1,0
8,0.154399482246648,0,0
9,0.15134819776362599,0,0
10,0.0511274933476416,0,1
11,0.0843786023385067,0,1
12,0.0868548063773481,0,1
13,0.169495664598407,0,0
14,0.0619257783180914,0,1
15,0.0479767419755749,0,1
16,0.22804714234270104,1,0
17,0.00468267773618999,0,1
18,0.199636365812173,1,0
19,0.148360333931975,0,0
20,0.18156124068773702,1,0
21,0.187053398994093,1,0
22,0.171181885798232,0,0
23,0.157929834934909,0,0
24,0.0262430928843481,0,1
25,0.11226307747043598,0,0
26,0.123511239258532,0,0
27,0.23203278353239398,1,0
28,0.148934786820621,0,0
29,0.15537535339346803,0,0
30,0.0931830894698488,0,0
31,0.10709014584550802,0,0
32,0.0993823155193449,0,0
33,0.14642904417784197,1,0
34,0.17061614158424698,1,0
35,-0.0240158138121387,0,1
36,0.15281535264007698,1,0
37,-0.0141951826338509,0,0
38,0.5576326718673779,1,0
39,-0.0327418825065251,0,1
40,0.0480261308804131,0,0
41,-0.0359387593327326,0,1
42,0.0557855900411639,0,0
43,-0.0468986192695701,0,1
44,0.0912201945527996,0,0
45,0.11178764305976,0,0
46,-0.0376783855341625,0,1
47,0.161086880369092,1,0
48,0.0340267246448127,0,0
49,0.0486989743281738,0,0
50,-0.10746158422969501,0,1
51,0.128684307508211,0,0
52,0.12228866971466999,0,0
53,0.110096496932822,0,0
54,0.10123082878890101,0,0
55,0.17943013987997,1,0
56,-0.0411865758809962,0,1
57,0.153162285160979,1,0
58,0.21759150065053898,1,0
59,0.128583149410004,0,0
60,-0.0460830252679462,0,1
61,-0.0129024216421311,0,0
62,0.0681083841360491,0,0
63,-0.106782203690305,0,1
64,0.0651773311342717,0,0
65,-0.0530943690050692,0,1
66,-0.0134359145540594,0,1
67,0.1314959377812,1,0
68,-0.0431428141491248,0,1
69,0.0227929155060273,0,0
70,0.00682208926407642,0,0
71,0.0379954962718891,0,0
72,0.11846157272017802,1,0
73,0.0210815271359182,0,0
74,-0.000781396710197115,0,0
75,-0.01236078178282,0,1
76,0.0580740986327783,0,0
77,0.0255573865208711,0,0
78,0.127281002389005,1,0
79,0.0481152818474336,0,0
80,0.0029186635839791803,0,0
81,0.126614216879468,1,0
82,0.146724474683574,1,0
83,0.0941013505498715,0,0
84,0.0751508239157268,0,0
85,-0.0567322254964523,0,1
86,0.0423141787775573,0,0
87,0.14628029898551903,1,0
88,0.0988657244640726,1,0
89,-0.0495144602714744,0,1
90,-0.0048429767476124,0,1
91,0.123480048558574,1,0
92,0.0565831915619252,0,0
93,-0.0617560211942397,0,1
94,-0.0129881141233854,0,0
95,0.0218601113138982,1,0
96,-0.0575019685798765,0,0
97,-0.0141703267970584,0,0
98,0.0213192655628964,1,0
99,0.0493640446178611,1,0
100,-0.10411993398417299,0,1
101,-0.0437095505982395,0,0
102,0.10503286695782801,1,0
103,-0.031964476469452004,0,0
104,-0.037130153111377996,0,0
105,-0.0434277206245261,0,0
106,0.007318129954748741,0,0
107,-0.0117197849759376,0,0
108,-0.0261193934986013,0,0
109,-0.0569807478985857,0,0
110,-0.0432757589710545,0,0
111,0.0030237586523485698,0,0
112,0.0296962212326643,1,0
113,-0.0961113420709291,0,1
114,-0.115428283694402,0,1
115,-0.130594042840437,0,1
116,-0.0445668623880806,0,0
117,-0.0682854762395084,0,1
118,-0.0128313713070012,0,0
119,-0.070335765682179,0,1
120,-0.127954182459452,0,1
121,0.0135698190604254,1,0
122,0.0161347336998091,1,0
123,0.0181197936996431,1,0
124,0.0410361318687685,0,1
125,0.0898908186254768,0,0
126,0.13448351766941802,1,0
127,0.0566470956256502,0,0
128,0.0460897043938541,0,0
129,0.102981223916425,0,0
130,0.0556853490817064,0,0
131,0.208424522681358,1,0
132,0.0433920844449587,0,1
133,-0.0218707112618318,0,1
134,-0.0558046544402503,0,1
135,0.11765555532127,1,0
136,0.0307419214582591,0,1
137,0.0497234353524307,0,0
138,0.0558353484928326,0,0
139,-0.00241327077621576,0,1
140,0.134972425959873,1,0
141,0.0733058055537571,0,0
142,0.121952321608185,1,0
143,0.0675389370668031,0,0
