,logReturn_d2,logVola_d2,logReturn_d1,logVola_d1
0,-0.156807441790387,-1.8003254227764898,-0.0704852599964015,-2.0150433754229002
1,-0.0823288331754007,-2.72249078195042,-0.161092365930459,-1.88258865727767
2,-0.0652911314143845,-2.4055095121446697,-0.116770090127013,-2.20594616012945
3,-0.0796216296270709,-1.56121873793244,0.128438404035933,-1.9572386594553899
4,-0.12480738406657199,-1.84670695741945,-0.049541729201432995,-2.03647990392367
5,-0.134830516306025,-2.47041917620556,-0.0965008586318467,-2.57026561956229
6,-0.0941801359298958,-2.46366721805637,-0.0931444340718941,-2.69018859215565
7,0.0478241260207532,-1.9149536117100099,0.0172114751138214,-2.08503239413789
8,-0.19350544315953602,-2.42526634640664,0.0557509000208682,-2.14497928866824
9,0.0702704102102107,-2.37863727232025,-0.12007821729465598,-2.2644433262961
10,-0.0500379825006182,-3.0398940350596297,-0.13467747855926,-2.53523962254023
11,-0.0717977567755861,-2.64540555835663,-0.0334570879805174,-2.0732466258951003
12,-0.14554552405406398,-1.93852123819805,-0.18608909387772898,-1.9455687915268898
13,-0.15922353476513001,-2.05892495407001,-0.0674964129354716,-2.02385407690617
14,-0.114007982998408,-1.9812395698162901,-0.0320322213470172,-1.74958835798543
15,-0.135497314374009,-1.4364405926855701,-0.34214020293888203,-1.31089495697904
16,-0.00685601186828969,-1.92052566275134,-0.0243327384647594,-2.02235248697531
17,-0.13543328161410698,-2.34587456358704,-0.143605839488463,-2.33539506413059
18,0.0521749309796457,-1.87224652507362,-0.00760440721858782,-1.9719273945452902
19,-0.0671793995928477,-2.01423047915195,-0.250644827454535,-2.00739398835745
20,-0.0720363261690734,-1.04785640165519,0.0915555864825404,-1.3147359390851299
21,-0.0956647608659547,-2.3275852631799503,-0.0967533352794431,-2.1226843471934096
22,-0.13383669107788498,-2.20306827682231,-0.0697171279766478,-2.2346252606367405
23,-0.20614734582935698,-0.879241287947556,-0.0974942167277859,-1.26391751904437
24,-0.225606737139638,-2.04595852100409,-0.168556164336631,-2.25799076811139
25,0.0264673288951642,-1.81531914765937,-0.3943793762190109,-1.4268243084372698
26,-0.164070900748945,-1.8614466599096,-0.0574865576535384,-1.90070255303478
27,-0.0816556498404958,-2.14681523272586,-0.13725960009416002,-2.16041661249803
28,0.0788533438429064,-1.40717590861496,0.0578214083286848,-1.86347862384402
29,-0.40848853877378904,-1.95183348719401,-0.207665201983385,-1.83791234317726
30,-0.17302090729317499,-1.6565016107221002,-0.0918045220252722,-2.1933104664638
31,-0.0704852599964015,-2.0150433754229002,0.137993298500915,-1.7844575922118
32,-0.161092365930459,-1.88258865727767,0.148360333931975,-1.5721311959781799
33,-0.116770090127013,-2.20594616012945,0.0479767419755749,-2.0809618811436104
34,0.128438404035933,-1.9572386594553899,0.0262430928843481,-1.7033425267453501
35,-0.049541729201432995,-2.03647990392367,0.157929834934909,-1.7992539722786
36,-0.0965008586318467,-2.57026561956229,0.00468267773618999,-2.2615689637024703
37,-0.0931444340718941,-2.69018859215565,0.0511274933476416,-2.18217072233578
38,0.0172114751138214,-2.08503239413789,0.0843786023385067,-2.1738340589069702
39,0.0557509000208682,-2.14497928866824,0.0868548063773481,-2.4363720941446703
40,-0.12007821729465598,-2.2644433262961,0.110685788721495,-2.00646782979257
41,-0.13467747855926,-2.53523962254023,0.0931830894698488,-2.46360060457518
42,-0.0334570879805174,-2.0732466258951003,0.11226307747043598,-2.38675387114369
43,-0.18608909387772898,-1.9455687915268898,0.123511239258532,-1.83481220714627
44,-0.0674964129354716,-2.02385407690617,0.171181885798232,-1.83154996674351
45,-0.0320322213470172,-1.74958835798543,0.179347410467567,-1.8594553365209499
46,-0.34214020293888203,-1.31089495697904,0.208937347260237,-1.02120993697429
47,-0.0243327384647594,-2.02235248697531,0.17844728343543698,-1.9807997307982002
48,-0.143605839488463,-2.33539506413059,0.0928237800203431,-1.9267095251807902
49,-0.00760440721858782,-1.9719273945452902,0.0619257783180914,-2.0026635131577097
50,-0.250644827454535,-2.00739398835745,0.187053398994093,-1.8912660646219799
51,0.0915555864825404,-1.3147359390851299,0.20614527095516,-1.22478665401188
52,-0.0967533352794431,-2.1226843471934096,0.148934786820621,-1.84800844468945
53,-0.0697171279766478,-2.2346252606367405,0.0929273681584854,-2.13833430052727
54,-0.0974942167277859,-1.26391751904437,0.22804714234270104,-0.787963249250655
55,-0.168556164336631,-2.25799076811139,0.15537535339346803,-1.95954219333069
56,-0.3943793762190109,-1.4268243084372698,0.18156124068773702,-1.5549371417920501
