,target_logReturn,isUpperQuart,isLowerQuart
685,0.0320023432855816,1,0
686,-0.009542195616650229,0,0
687,-0.0428364709505729,0,1
688,0.0272987964814904,0,0
690,0.0129362231755303,0,0
691,-0.009118019208979191,0,0
692,0.0288238470579689,0,0
695,-0.0370167631317809,0,1
696,0.0291557027454526,0,0
698,0.0317007767598743,0,0
700,0.00785113228928863,0,0
702,0.0280882388577099,0,0
703,0.0318616025021213,1,0
706,0.10036554777652999,1,0
707,0.0939039582491633,1,0
709,-0.0829843462620537,0,1
710,0.0273848148994579,0,0
711,0.0790193474282429,1,0
712,-0.00915774577836076,0,0
713,0.0128940516558954,0,0
714,0.0222853829047687,0,0
715,0.029941659374101003,0,0
716,0.0827452115811151,1,0
717,0.0347406058438976,1,0
718,0.063531741531805,1,0
720,0.0038549786820286,0,0
721,0.0552776146897199,1,0
723,0.0256663321587163,0,0
724,0.006832684370264221,0,0
725,0.00790287956245954,0,0
726,0.0137044819866726,0,0
729,-0.145648159882091,0,1
730,0.0489801566336358,1,0
732,-0.007285115523361759,0,1
734,0.016410062645331003,0,0
737,0.0120487869660165,0,0
738,-0.00641804792803313,0,1
741,0.0923871116877256,1,0
744,0.0148558899738817,0,0
745,-0.0241790197787069,0,1
746,0.0529105774148058,1,0
747,0.0436406059834261,1,0
748,0.0125743399922623,0,0
749,-0.14369849950225,0,1
752,0.0330535881046439,0,0
756,-0.0582296108004807,0,1
758,-0.00230008500331618,0,0
760,-0.0755807934928844,0,1
761,0.10891008286881,1,0
763,-0.0169424737492676,0,0
764,-0.06229168570702,0,1
765,0.0109061607060833,0,0
767,0.0593310227688503,1,0
768,0.0655563845024188,1,0
769,0.0191935920675773,0,0
770,-0.0183367440938589,0,1
772,0.0023224488728720303,0,0
774,-0.0298771469261367,0,1
776,0.0995969834020805,1,0
778,0.0102876831538137,0,1
783,0.0428770456276361,0,0
785,0.0487221404506473,0,0
788,0.0035638129716372897,0,1
789,0.0160369832795645,0,0
790,0.0300737101037487,0,0
794,-0.0592639806275945,0,1
795,0.0425574588662181,0,0
796,-0.010275014400006001,0,1
800,0.0376931316545176,0,0
802,0.0835037163626598,1,0
805,0.0171209158071716,0,0
806,-0.0290649974928653,0,1
807,0.0248426166584428,1,0
809,-0.0229543360690846,0,1
810,0.0258440162858308,1,0
811,0.0265174735878563,1,0
812,0.00985979219719115,0,0
813,-0.0178727862968683,0,0
815,-0.0169174536355002,0,0
816,-0.0195974669491225,0,0
817,-0.0226208499393432,0,0
819,-0.0135301114610399,0,0
820,0.00446543111185201,0,0
821,0.0436590565906224,1,0
823,-0.0778890490743329,0,1
825,-0.0699002921257826,0,1
827,-0.0438870140819783,0,1
828,0.0385242018075915,1,0
829,0.0299090246011345,1,0
830,-0.0188207936565096,0,0
832,0.0275404569834964,1,0
833,0.0120460914798949,0,0
837,0.03006828822344,0,0
838,0.0006018815034197019,0,0
839,-0.0190258498776681,0,0
840,0.00341028410707394,0,0
841,0.0621802174010837,1,0
842,0.0948538028027611,1,0
843,-0.0215933179534321,0,0
844,-0.0372532537321461,0,1
846,0.0261235852632747,0,0
849,0.00724760778166669,0,0
850,0.015098172236885,0,0
851,-0.0288917256233584,0,1
852,0.0404174158865178,1,0
853,-0.0481505004886123,0,1
855,-0.0404407144678902,0,1
856,-0.0228781250955577,0,1
857,-0.0200523175792487,0,0
858,-0.0198311251342587,0,0
860,-0.0216048337603001,0,1
862,0.0295191874856762,0,0
863,-0.0435550246746066,0,1
865,-0.0342432605540673,0,1
866,-0.00795468278145618,0,0
868,-0.0502473888842667,0,0
869,-0.0380098252912584,0,0
871,-0.0006731969544357429,1,0
872,-0.0280112068286611,0,0
873,-0.0183561081364998,0,0
876,-0.103787296224471,0,1
878,-0.0843424445101428,0,1
879,0.060340979681039006,1,0
884,0.010730460833491,1,0
886,-0.0697064759794582,0,1
889,-0.0275520199075423,0,0
891,-0.0750817652316211,0,1
893,0.0410287245174421,1,0
894,-0.0360723192849354,0,0
895,-0.0421694212274588,0,0
897,-0.0274441540393066,0,0
899,-0.018308823402816,0,0
900,0.0301795720187794,1,0
904,-0.0305690998773502,0,0
905,0.0182856118922011,1,0
906,-0.11480451589385,0,1
908,0.008188222394971979,1,0
909,-0.0967796952045264,0,1
910,-0.0279023942538211,0,0
912,0.039373326659873004,1,0
913,-0.0305049166206541,0,0
915,-0.0101621060225546,0,0
919,-0.0985869586098102,0,1
922,0.00944788083113745,1,0
923,-0.0104652199582665,0,0
924,-0.0456416253049288,0,0
927,-0.12097523873943199,0,1
930,-0.00182518594340486,1,0
931,-0.0254236781984982,0,0
932,-0.0876031499208464,0,1
933,-0.0620792155968031,0,0
934,-0.0231772433093603,0,0
935,-0.0120885659372351,0,0
936,-0.0143469364200689,0,0
937,-0.0333382099057203,0,0
942,0.065117028569464,1,0
943,-0.0351077968922209,0,0
944,0.000760507525166501,1,0
946,-0.020433636017632997,0,0
947,-0.181666587987198,0,1
948,-0.0217876259574725,0,0
951,-0.186628677552205,0,1
952,-0.0975331713832086,0,1
953,-0.0672586767570075,0,0
954,-0.0191772569322627,0,0
956,-0.00126499955417631,1,0
957,0.00580147110999284,1,0
960,-0.0516742966060881,0,0
962,0.0365347459089135,0,1
963,0.121724571732029,0,0
964,0.155961018842584,0,0
965,0.101487164570738,0,0
966,0.148543420376935,0,0
968,0.178979186254842,1,0
969,0.10800736080059899,0,0
970,0.0313385581527544,0,1
971,0.117140892000884,0,0
973,0.174040785330231,1,0
974,0.043374458474375,0,1
975,0.07748641343233001,0,0
976,0.0764052312088098,0,1
977,0.202595700802502,1,0
979,0.22057530546879198,1,0
980,0.19568225840801198,1,0
982,0.20154294683500898,1,0
983,0.156184111888678,0,0
984,0.105586213763811,0,0
987,0.0262102237235368,0,1
988,0.0887519236232819,0,0
990,0.0930717265492955,0,0
991,0.0821411599815508,0,0
993,0.0301828169877581,0,0
996,0.076611172680493,1,0
997,0.0242045504788866,0,0
999,0.035214630877384,0,0
1000,0.0643024118555262,1,0
1002,0.024757412843995002,0,0
1003,-0.0980767859162334,0,1
1004,0.0500324542231002,0,0
1005,0.00990397229583267,0,1
1006,-0.0367579473448682,0,1
1007,0.0459889571528256,0,0
1010,-0.0031965796159519303,0,1
1011,-0.0731363755090205,0,1
1013,-0.0546592796789468,0,1
1015,0.0474832895702534,0,0
1017,0.0400103163697404,0,0
1020,0.0648192466035745,1,0
1021,0.0634428427517002,1,0
1022,-0.00845035669569432,0,1
1023,0.0663800794795215,1,0
1027,0.0378395316897653,0,0
1028,0.0116884594743487,0,0
1030,0.0510242832066944,0,0
1031,0.0176519784106039,0,0
1032,0.0603595442388774,1,0
1033,-0.0466436992779467,0,1
1035,-0.0272540314915967,0,1
1037,0.043062500767116,0,0
1040,-0.06639990613403,0,1
1041,0.0796616192675654,1,0
1043,-0.024500527510512002,0,1
1044,0.0876426154214474,1,0
1047,0.0469158287886974,0,0
1048,-0.0298424014544208,0,1
1050,0.0670011296495097,1,0
1051,0.0580192311473726,1,0
1052,0.0604261212143957,1,0
1053,0.0265438010448673,0,0
1055,0.00045431461144335595,0,0
1056,-0.000538976117908532,0,0
1059,0.0715429436535462,1,0
1064,0.0482401276584446,0,0
1066,0.0738198178162661,1,0
1068,0.10439197582874499,1,0
1069,0.002122269028169,0,0
1072,-0.0117663713349344,0,0
1073,0.15609612234076,1,0
1074,0.00903373048381779,0,0
1075,0.0713441298063014,1,0
1076,0.0392513834158409,0,0
1077,-0.0262882353199461,0,1
1078,0.00580939932003815,0,0
1079,0.0332571880810321,0,0
1080,-0.0504627983044036,0,1
1081,-0.000782591793913125,0,0
1083,-0.0266308434282889,0,1
1084,0.0983118809769802,1,0
1088,0.0674446938475214,1,0
1090,0.0394085499109761,0,0
1091,-0.05114112035286401,0,1
1094,0.008167029188378229,0,0
1095,0.050289364535047,0,0
1096,0.00128080206845064,0,1
1097,0.0201744657033316,0,0
1098,0.0291918601807115,0,0
1099,0.173168771867912,1,0
1100,0.0158938000422837,0,0
1103,-0.0221785705109508,0,1
1104,0.0177706743414703,0,0
1105,0.00482412367567847,0,0
1106,0.0426913417370897,0,0
1107,0.0438674386195558,0,0
1109,0.0456907230990343,0,0
1113,0.0654449281617511,1,0
1115,0.0666451604616899,1,0
1116,0.0645482567428704,1,0
1117,0.0172808007228337,0,0
1119,-0.0235057355007461,0,1
1120,0.0069753431004676205,0,0
1121,-0.000921499116782469,0,0
1122,0.0462936254963071,0,0
1123,0.0298209281520841,0,0
1129,0.0686699526188687,1,0
1130,0.0963665476819978,1,0
1131,-0.0116545454768465,0,1
1132,0.0619283264370817,1,0
1135,0.0263969161719624,0,0
1136,0.021733992545562,0,0
1139,0.0523519377515001,0,0
1140,0.0513465007692833,0,0
1141,0.0547681295781726,1,0
1142,0.00821785533979626,0,0
1143,0.0269226890488786,0,0
1144,0.0322658209865751,0,0
1145,-0.0011518614369895302,0,1
1146,-0.001083792647689,0,1
1151,0.0330652553066967,1,0
1152,0.0258051784319828,0,0
1153,-0.0407469664568381,0,1
1154,-0.0672423592056023,0,1
1156,0.0603460113241579,1,0
1157,-0.0132641384461377,0,0
1158,0.15778672019356,1,0
1159,0.0005276063660032469,0,0
1160,0.0289792349754951,1,0
1163,-0.0462385929932609,0,1
1164,-0.0383933965139594,0,0
1165,0.0807561272523066,1,0
1167,0.0260036859854171,1,0
1170,0.0136282832044172,0,0
1171,-0.0515429624348675,0,1
1172,-0.0114754438953008,0,0
1173,-0.0514085660971432,0,1
1174,0.0187786515850341,0,0
1176,-0.00841918230933411,0,0
1177,-0.00855207077794442,0,0
1178,-0.0528365964188317,0,0
1179,-0.0340981991463061,0,0
1180,-0.0982140461254431,0,1
1181,-0.0875508948562486,0,0
1182,-0.0643771775754497,0,0
1183,-0.0251093482571616,1,0
1186,-0.0527803118509972,0,0
1187,0.0262799249540542,1,0
1190,-0.106319825217128,0,1
1191,-0.0290146789315109,1,0
1194,-0.20173416333252803,0,1
1196,-0.033208141810148,0,0
1198,-0.121898029003671,0,1
1200,-0.08807116208070301,0,0
1201,-0.031011805967479,0,0
1203,-0.071156012125709,0,0
1204,-0.0203422482084226,1,0
1205,-0.0465311144489849,0,0
1206,0.0429136192794395,1,0
1207,-0.0947567064612244,0,1
1208,-0.0856250128339688,0,0
1209,0.0997355068668469,1,0
1210,0.0894367147366037,0,0
1211,0.09984202196585801,1,0
1212,0.0901010713007684,1,0
1213,0.0965641503940851,1,0
1214,-0.175310962920752,0,1
1216,0.0157946949912919,0,1
1217,0.0783227863503068,0,0
1218,0.0798384116370382,0,0
1221,0.0583276268538684,0,0
1223,0.0401979376873388,0,0
1225,0.0730761347832406,0,0
1226,-0.007158705995968391,0,1
1228,0.0341686556663213,0,1
1229,-0.0117633078665207,0,1
1231,0.0856838720546915,0,0
1232,0.0609497783815052,0,0
1233,0.0646225238307367,0,0
1235,-0.0048857922525031,0,1
1236,0.126806813796062,1,0
1237,0.088324338670044,0,0
1238,0.0936517582944392,1,0
1239,0.0725240668922768,0,0
1240,-0.0157827031216984,0,1
1241,0.0177813497316135,0,0
1242,0.009925063744266459,0,0
1248,0.021606516898995,0,0
1249,0.0158563259706283,0,0
1254,0.0303193567701189,0,0
1255,0.01442679112345,0,0
1256,-0.0684486970442181,0,1
1259,0.0380795927231933,1,0
1260,0.196949056883701,1,0
1264,-0.0963953713646946,0,1
1265,0.0007657022632933981,0,0
1266,0.0619342406885168,1,0
1267,0.0539538335863245,1,0
1269,0.0175391205547754,0,0
1270,-0.0363211239972225,0,1
1271,0.0987027709342222,1,0
1273,-0.013002561593441002,0,1
1274,0.0228745238890814,0,0
1277,-0.00861561312891315,0,1
1278,0.0795856262934435,1,0
1280,-0.0515166543094803,0,1
1282,0.0673916361528112,1,0
1283,-0.0348049992682656,0,1
1285,0.0961926946253316,1,0
1286,0.0085314892658312,0,0
1287,0.177304748217462,1,0
1288,0.0319109773141319,0,0
1289,0.0217039778145745,0,0
1290,0.0590943650399039,1,0
1291,-0.00645635853559658,0,1
1292,0.0311765092593091,0,0
1294,-0.00334476178823746,0,0
1296,0.00256968264469613,0,0
1297,0.0484860218284729,0,0
1299,0.00669253680269174,0,0
1301,0.0534477305777073,0,0
1303,0.0242352733386576,0,0
1304,-0.0181548578578935,0,1
1305,0.0468961741101361,0,0
1308,0.00393666383298135,0,1
1310,0.00803907092865872,0,0
1312,-0.0007664230736682571,0,1
1315,0.0240550798403277,0,0
1316,-0.011721141400318002,0,1
1317,0.0298699432486087,0,0
1318,0.0052472732254063605,0,0
1319,0.0400769882453396,0,0
1322,0.0205146344357639,0,0
1323,0.0896217811593523,1,0
1324,-0.0303140516123432,0,1
1325,0.0442222696518557,0,0
1326,0.0194751398247449,0,0
1327,0.0642528419614756,1,0
1328,0.0286651231489751,0,0
1329,0.0511344620319313,1,0
1330,0.0514138388829946,1,0
1333,0.0132833606298881,1,0
1334,0.0241526448758615,1,0
1336,-0.0616426851026178,0,1
1337,0.0147354222278579,1,0
1338,-0.0446235129819234,0,0
1339,0.0130133517316682,1,0
1340,-0.11312729715173801,0,1
1342,-0.0149865112104791,0,0
1343,-0.00242755302374424,0,0
1344,-0.0788892192614712,0,1
1346,-0.0317628055133573,0,0
1347,-0.10221645818983699,0,1
1348,-0.0580731898873667,0,0
1351,0.0267139976404159,1,0
1352,0.04623595317543,1,0
1353,-0.0476674315352067,0,0
1354,0.0244955335254984,1,0
1358,-0.0787571027846422,0,1
1359,0.00502828586440887,0,0
1360,0.009136099524359391,1,0
1361,-0.0583219186700389,0,1
1362,-0.00688629845091844,0,0
1363,-0.0327422401198614,0,0
1365,-0.0163351802289954,0,0
1366,0.0543805397536437,1,0
1367,-0.0444141083835467,0,1
1368,0.0420764146804032,1,0
1369,0.0220921698512961,0,0
1370,-0.0196602934185812,0,0
1371,0.0155563491169318,0,0
1372,0.0254739303112558,1,0
1374,0.0203352035829839,0,0
1376,-0.11879727790280901,0,1
1377,0.0224471218785181,1,0
1379,0.0116244303463456,0,0
1381,-0.0278807930619385,0,0
1383,-0.0540284822004597,0,1
1384,-0.0376343607001463,0,1
1385,-0.0419503802868208,0,1
1388,-0.0459939675620334,0,1
1389,-0.0321357058515367,0,0
